"PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30"
-4.7296855122495,-0.51842651321733,0.762322005349918,2.31567898485609,0.0716000632598347,-0.131733413228942,1.63011905450464,-1.18308358512154,-1.24926471214344,1.90315443248193,-0.673031756107547,-3.68264621862712,0.861975508719899,-0.94506212886274,0.443686962766265,-0.0985910816610412,1.27848663344508,-1.34717050475388,-0.466164343887837,-3.32957837935982,-0.604732622924614,-1.287996039216,-0.717946410271013,-1.43193825461467,-0.832150411132329,0.167927936045834,0.716119126840895,1.84416620301551,-3.05873319553452,1.60825445373484
-0.517402927207168,4.59189565771113,-5.90919209309327,-6.91188558270039,1.96243033744325,-2.78661675004737,1.50965264803131,-0.359095065601951,0.824720749215869,0.592326397713025,0.555267937444988,-0.73393690878171,-2.22060682546994,2.82652522005504,0.0526971463076949,-3.0276652005268,-1.47558710961803,-2.48339977817088,-0.942798736495458,-1.31018533897222,-2.88663466899736,3.14488549167527,-1.84575333305831,-1.31594234184602,0.0862852739983118,-1.09210961055209,-1.85364985136064,-0.858921378396839,-1.54672481184352,2.05769091483419
-3.18910634188107,-3.46951535776337,0.831371037862105,2.00199848549411,5.10442764780486,-2.12163900186601,0.348031209753056,3.71841678814876,1.00470367379605,1.10458458124215,2.14359626452757,-2.43685873743348,0.496527493969923,0.27848255629379,1.02114017490748,-0.828001629318697,-1.14952165286101,0.658966679759812,-1.97244530940405,0.464549130410452,1.19891184628226,-4.00419302496746,0.893097658653142,0.15374390416695,-2.16359782365723,-0.359868776455192,2.76262890694246,-2.1170309304044,-2.29037165295559,0.649988136651483
12.7933020613183,0.100716590747412,-0.631022070820194,0.368733815628945,-0.218382044986979,2.84038150945648,0.812018158327462,0.129608400626262,0.642582778629019,-3.43806158023318,1.91943593861922,-0.500304933291992,0.679873022840735,-2.15975015474399,0.120533527395973,-1.27353626283255,0.175931957226778,-2.62153822318546,0.234458614647824,0.0113159093698459,-1.09034359861719,0.0379718675270223,0.868720224560845,-2.47615016844303,-0.672363517812655,0.598514014263414,0.11566488262407,-1.43192894671807,-1.55210944412901,1.82969408069934
-3.12880778019006,-6.34814122860561,-1.25077756013459,-3.01910261970551,-7.84739502430955,1.30171503062436,-2.39686599968647,-0.441981494137898,2.94107098606087,-1.1924960634336,3.58002240069043,0.661591808334777,-0.807638245780987,-0.967231548019752,0.7430718815461,2.00702430596675,-2.27053286646351,2.74616093189876,-0.0691702230360501,-0.0658453877925348,0.714857216349854,2.84307559959042,-0.391089043710955,-0.405276950593043,1.84733678235493,0.515113502035699,-0.57805613473033,-0.993201677370112,0.0644327622944793,2.10628450623058
-3.10889626517828,0.926212490225062,0.648233096898932,2.32443779327024,2.00526763159723,-1.48512683125016,0.266089655637381,-0.426032180757454,0.20455525293138,-1.5314854045445,1.32739476951769,1.41310606709976,-0.728471697791345,1.08474895143133,0.693470693509473,1.50328632584559,-2.89900825401037,1.77334309118985,2.1729833966541,-0.93092389502506,-1.43901441866881,-1.37939595869888,-1.5354608830949,-0.189183392395007,1.39375280218774,0.248601292616023,-0.675661236563093,0.0657255290185813,-1.61356961549236,-1.29655185524186
-5.02384028573653,-2.11657555584311,0.180812870387018,2.1089855986099,-1.11462013366642,-0.657740271070341,2.83375704299908,-0.982799215458262,-1.6353453537947,0.487396451885327,-1.51350593572392,1.82628115515639,0.694432195546349,0.0121019696177091,-1.21675594705806,0.930423764220831,-1.06094949605355,0.257756265960333,-1.81486799698358,2.90802423303373,2.762493936035,0.155557352848773,1.07420544501018,2.80289142265272,3.41132463642659,1.25374198825231,1.07250447281496,-3.56106899631561,1.40534157833381,2.64042638856187
-4.91325975343738,-2.91579186285224,0.0357435803917907,0.821710598308912,0.973324253919173,0.602816582618129,3.01486549842478,0.768066305126185,0.853223827161043,-0.097930942903575,-1.92574585172525,-2.13459368980704,0.309214786387811,-0.937723719668115,-0.344388837504461,-2.84402781799063,-1.08379934699875,0.709047310910354,-2.47027133666523,0.996157749479995,-1.52643171156637,-0.936480320201996,2.72571951858924,0.144522893685482,0.735584341704591,3.42674225686823,-1.04732345955799,-1.09127095335451,0.979528489868168,0.910536128136548
-5.26643152033738,0.872992359865295,-0.394257320024929,-0.422108686682799,-4.23446417067635,2.48228231552315,4.04947010917599,-0.629956900701937,0.415169775853651,-0.314160333862239,-2.28806644265532,-0.923774595286622,0.103249560960399,-2.25200851748248,0.92833810866959,-0.332065768084758,2.63895241058939,-0.85927553685862,0.403092575286188,-0.897761256462918,3.43930841405671,-0.594445595282029,2.55093170494368,-1.17901634462829,2.57463316636699,-0.10443591213616,-0.219508136134806,1.66112168191163,0.18770546932942,1.88844288036677
6.26594025593174,0.241812658596982,1.36820968170144,1.48800172662762,-0.445624173574273,7.49292315008622,-0.537870288570855,-2.09524207730384,1.20455059773075,1.1606839955861,2.30942943729381,-0.242708287642343,-1.58326613366595,-3.01950802595431,1.89536693542529,-0.461456562429197,-0.259955852683887,-1.54344942772397,-0.188698626240679,-2.50234525322661,1.44590304875857,-0.311288577815008,1.21252320638875,-0.0521944212122472,2.69766116662379,0.398264066047063,-2.34014024774093,0.0571599981170638,3.82984221823383,-0.824359736944529
-1.91998344012914,5.87581322555115,-5.40292374804679,-6.50929668919586,1.83116958414703,-2.27100999798613,2.13449422050909,-0.251781078637176,1.78216413284821,-1.47311965468514,1.38462609826162,-1.01726672957837,-2.05620446254709,2.18033051373619,2.00066668029489,-4.18667354731714,-1.42274179136535,-1.40708648778928,-0.111016551611317,-0.751072500972401,0.617883287087795,1.11538955364518,1.55729567477637,-1.43185103387296,-0.2457255967767,0.335923259387534,-1.09955209512302,-0.86676343154672,2.39190451533205,2.71850482180545
-5.1684823518211,1.71948237109652,1.35908496513817,3.512548370531,1.64376166547751,0.60766731212409,-1.21415307147822,-0.902335937055421,0.0170193004570184,-0.605561363890551,-1.00405769288984,-0.174124634699837,0.540956056977452,2.52831183337109,0.470947756352972,1.632494227741,1.70811453411529,-1.11264625421882,-0.694186515906327,-0.632866907552296,0.246222605116733,-0.94045734147171,-0.520772404624735,1.11349554436766,0.687341922278146,0.523609019893642,1.9256587221437,-0.130783618774561,0.782741277511515,0.0648314855216685
-3.72671899543613,-0.837272900446151,2.40232296525654,2.65094477339756,2.56001653903293,1.52469837098345,-0.860269155034914,0.460009992659812,-0.328695778426732,-1.73778643896511,1.97827990988315,1.70349388419769,-0.804864583611436,-0.222165596564046,-1.31071978341126,0.558424925090034,-2.20186441896374,0.412966865942704,0.102598370409522,-1.83236323682224,2.08201649108762,-2.27992416892431,-0.453493496494923,-1.03053567761347,-1.25535117998574,2.93875289065168,1.24762737917914,-0.674196232003175,1.93834827163361,-1.42792700620819
